row_number,subdistrict_id,subdistrict_name_en,subdistrict_name_th,district_id,district_name_en,district_name_th,province_id,province_name_en,province_name_th,walk_leisure,walk_public_service,walk_school,walk_shopping,walk_work,walk_total,access_boat,access_bus,access_train,access_total,drive_leisure,drive_public_service,drive_school,drive_shopping,drive_work,drive_total,source,day
133,3812,DON MUEANG,ดอนเมือง,3811,DON MUEANG,ดอนเมือง,3781,Bangkok,กรุงเทพมหานคร,93.0,97.0,93.0,99.0,99.0,97.0,1.0,90.0,4.0,37.0,99.0,60.0,99.0,87.0,94.0,89.0,baania,2023-08-31
266,20623,BANG NA TAI,บางนาใต้,3877,BANG NA,บางนา,3781,Bangkok,กรุงเทพมหานคร,85.0,96.0,85.0,100.0,99.0,95.0,79.0,93.0,1.0,69.0,99.0,56.0,99.0,91.0,97.0,91.0,baania,2023-08-31
268,3787,KHLONG SAN,คลองสาน,3786,KHLONG SAN,คลองสาน,3781,Bangkok,กรุงเทพมหานคร,97.0,100.0,97.0,97.0,93.0,97.0,100.0,100.0,100.0,100.0,100.0,88.0,100.0,98.0,100.0,98.0,baania,2023-08-31
134,3545,BANG HUA SUEA,บางหัวเสือ,3533,PHRA PRADAENG,พระประแดง,3498,Samut Prakan,สมุทรปราการ,100.0,51.0,100.0,100.0,100.0,95.0,1.0,99.0,0.0,40.0,100.0,96.0,100.0,100.0,100.0,100.0,baania,2023-08-31
275,3930,KHUHA SAWAN,คูหาสวรรค์,3928,PHASI CHAROEN,ภาษีเจริญ,3781,Bangkok,กรุงเทพมหานคร,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.0,24.0,82.0,100.0,70.0,100.0,80.0,90.0,86.0,baania,2023-08-31
41,3548,SAMRONG TAI,สำโรงใต้,3533,PHRA PRADAENG,พระประแดง,3498,Samut Prakan,สมุทรปราการ,100.0,100.0,80.0,100.0,100.0,98.0,38.0,96.0,0.0,54.0,100.0,100.0,100.0,100.0,100.0,100.0,baania,2023-08-31
68,3989,NONG CHOK,หนองจอก,3988,NONG CHOK,หนองจอก,3781,Bangkok,กรุงเทพมหานคร,87.0,95.0,87.0,100.0,97.0,95.0,1.0,85.0,1.0,34.0,95.0,67.0,100.0,84.0,87.0,86.0,baania,2023-08-31
188,3809,BANG KHO,บางค้อ,3806,CHOM THONG,จอมทอง,3781,Bangkok,กรุงเทพมหานคร,86.0,84.0,86.0,100.0,100.0,94.0,100.0,92.0,65.0,90.0,100.0,70.0,100.0,86.0,85.0,88.0,baania,2023-08-31
317,3934,BANG WA,บางหว้า,3928,PHASI CHAROEN,ภาษีเจริญ,3781,Bangkok,กรุงเทพมหานคร,71.0,95.0,71.0,98.0,98.0,90.0,53.0,92.0,1.0,58.0,98.0,70.0,98.0,89.0,85.0,89.0,baania,2023-08-31
33,3843,BUKKHALO,บุคคโล,3839,THON BURI,ธนบุรี,3781,Bangkok,กรุงเทพมหานคร,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,97.0,100.0,97.0,baania,2023-08-31
19,3900,WANG MAI,วังใหม่,3896,PATHUM WAN,ปทุมวัน,3781,Bangkok,กรุงเทพมหานคร,98.0,100.0,98.0,100.0,98.0,99.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,99.0,baania,2023-08-31
325,3532,SISA CHORAKHE YAI,ศีรษะจรเข้ใหญ่,3529,BANG SAO THONG,บางเสาธง,3498,Samut Prakan,สมุทรปราการ,100.0,100.0,93.0,100.0,100.0,99.0,1.0,84.0,0.0,34.0,100.0,100.0,100.0,100.0,100.0,100.0,baania,2023-08-31
18,3407,PHIMONRAT,พิมลราช,3402,BANG BUA THONG,บางบัวทอง,3372,Nonthaburi,นนทบุรี,86.0,97.0,73.0,100.0,98.0,94.0,50.0,96.0,1.0,59.0,100.0,100.0,98.0,100.0,100.0,100.0,baania,2023-08-31
72,3938,SAEN SAEP,แสนแสบ,3936,MIN BURI,มีนบุรี,3781,Bangkok,กรุงเทพมหานคร,81.0,94.0,81.0,98.0,97.0,92.0,1.0,72.0,1.0,29.0,85.0,42.0,98.0,68.0,56.0,70.0,baania,2023-08-31
248,3424,BANG TALAT,บางตลาด,3418,PAK KRET,ปากเกร็ด,3372,Nonthaburi,นนทบุรี,93.0,98.0,84.0,96.0,99.0,95.0,9.0,100.0,15.0,47.0,100.0,100.0,100.0,100.0,100.0,100.0,baania,2023-08-31
280,3395,BANG KHUN KONG,บางขุนกอง,3392,BANG KRUAI,บางกรวย,3372,Nonthaburi,นนทบุรี,99.0,87.0,76.0,99.0,96.0,95.0,1.0,100.0,1.0,41.0,100.0,99.0,99.0,100.0,100.0,100.0,baania,2023-08-31
271,3720,NAKHON CHAI SI,นครชัยศรี,3719,NAKHON CHAI SI,นครชัยศรี,3667,Nakhon Pathom,นครปฐม,21.0,20.0,31.0,100.0,100.0,69.0,0.0,1.0,0.0,0.0,96.0,100.0,82.0,100.0,100.0,97.0,baania,2023-08-31
147,3528,NONG PRUE,หนองปรือ,3522,BANG PHLI,บางพลี,3498,Samut Prakan,สมุทรปราการ,67.0,80.0,47.0,80.0,100.0,76.0,1.0,24.0,0.0,10.0,88.0,100.0,100.0,100.0,100.0,98.0,baania,2023-08-31
141,3506,BANG PRONG,บางโปรง,3499,MUEANG SAMUT PRAKAN,เมืองสมุทรปราการ,3498,Samut Prakan,สมุทรปราการ,100.0,96.0,92.0,100.0,100.0,99.0,6.0,95.0,0.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,baania,2023-08-31
308,3410,SANO LOI,โสนลอย,3402,BANG BUA THONG,บางบัวทอง,3372,Nonthaburi,นนทบุรี,96.0,100.0,98.0,100.0,100.0,99.0,98.0,100.0,1.0,79.0,100.0,100.0,100.0,100.0,100.0,100.0,baania,2023-08-31
191,3663,BUENG BON,บึงบอน,3659,NONG SUEA,หนองเสือ,3599,Pathum Thani,ปทุมธานี,51.0,51.0,90.0,70.0,100.0,69.0,0.0,38.0,0.0,15.0,100.0,100.0,100.0,96.0,51.0,93.0,baania,2023-08-31
26,3907,KHLONG MAHANAK,คลองมหานาค,3905,POM PRAP SATTRU PHAI,ป้อมปราบศัตรูพ่าย,3781,Bangkok,กรุงเทพมหานคร,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.0,100.0,90.0,100.0,94.0,baania,2023-08-31
229,3569,BANG NAM CHUET,บางน้ำจืด,3556,MUEANG SAMUT SAKHON,เมืองสมุทรสาคร,3555,Samut Sakhon,สมุทรสาคร,100.0,100.0,100.0,100.0,100.0,100.0,1.0,84.0,1.0,34.0,70.0,70.0,100.0,70.0,90.0,75.0,baania,2023-08-31
341,3374,TALAT KHWAN,ตลาดขวัญ,3373,MUEANG NONTHABURI,เมืองนนทบุรี,3372,Nonthaburi,นนทบุรี,96.0,98.0,89.0,99.0,100.0,97.0,100.0,100.0,87.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0,baania,2023-08-31
123,3394,BANG KHANUN,บางขนุน,3392,BANG KRUAI,บางกรวย,3372,Nonthaburi,นนทบุรี,77.0,86.0,56.0,100.0,100.0,90.0,1.0,98.0,20.0,43.0,98.0,99.0,91.0,100.0,100.0,99.0,baania,2023-08-31
69,3686,SANAM CHAN,สนามจันทร์,3668,MUEANG NAKHON PATHOM,เมืองนครปฐม,3667,Nakhon Pathom,นครปฐม,83.0,13.0,78.0,99.0,95.0,85.0,0.0,1.0,0.0,0.0,100.0,97.0,98.0,100.0,100.0,99.0,baania,2023-08-31
267,3906,POM PRAP,ป้อมปราบ,3905,POM PRAP SATTRU PHAI,ป้อมปราบศัตรูพ่าย,3781,Bangkok,กรุงเทพมหานคร,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,98.0,100.0,97.0,baania,2023-08-31
314,3624,BUENG NAM RAK,บึงน้ำรักษ์,3623,THANYABURI,ธัญบุรี,3599,Pathum Thani,ปทุมธานี,91.0,84.0,87.0,96.0,95.0,93.0,0.0,1.0,0.0,0.0,100.0,100.0,95.0,96.0,97.0,97.0,baania,2023-08-31
316,3618,KHLONG SAM,คลองสาม,3615,KHLONG LUANG,คลองหลวง,3599,Pathum Thani,ปทุมธานี,71.0,52.0,84.0,100.0,97.0,87.0,0.0,97.0,0.0,39.0,100.0,100.0,100.0,99.0,90.0,98.0,baania,2023-08-31
318,3649,KRACHAENG,กระแชง,3647,SAM KHOK,สามโคก,3599,Pathum Thani,ปทุมธานี,100.0,51.0,100.0,100.0,100.0,95.0,0.0,95.0,0.0,38.0,100.0,100.0,100.0,100.0,82.0,98.0,baania,2023-08-31
119,3872,BANG PHAI,บางไผ่,3869,BANG KHAE,บางแค,3781,Bangkok,กรุงเทพมหานคร,73.0,93.0,73.0,100.0,100.0,91.0,1.0,82.0,1.0,34.0,90.0,51.0,96.0,77.0,57.0,77.0,baania,2023-08-31
294,3898,RONG MUEANG,รองเมือง,3896,PATHUM WAN,ปทุมวัน,3781,Bangkok,กรุงเทพมหานคร,80.0,100.0,80.0,100.0,100.0,94.0,100.0,100.0,100.0,100.0,100.0,85.0,100.0,100.0,100.0,99.0,baania,2023-08-31
6,3793,SAI KONG DIN TAI,ทรายกองดินใต้,3791,KHLONG SAM WA,คลองสามวา,3781,Bangkok,กรุงเทพมหานคร,70.0,93.0,70.0,100.0,85.0,89.0,1.0,40.0,1.0,17.0,78.0,31.0,95.0,53.0,30.0,57.0,baania,2023-08-31
327,3422,KHLONG PHRA UDOM,คลองพระอุดม,3418,PAK KRET,ปากเกร็ด,3372,Nonthaburi,นนทบุรี,59.0,85.0,49.0,89.0,85.0,78.0,3.0,78.0,70.0,46.0,95.0,100.0,96.0,100.0,100.0,99.0,baania,2023-08-31
114,3390,RAT NIYOM,ราษฎร์นิยม,3384,SAI NOI,ไทรน้อย,3372,Nonthaburi,นนทบุรี,1.0,60.0,41.0,100.0,70.0,67.0,1.0,1.0,1.0,1.0,8.0,100.0,92.0,100.0,100.0,81.0,baania,2023-08-31
335,3875,BANG SUE,บางซื่อ,3874,BANG SUE,บางซื่อ,3781,Bangkok,กรุงเทพมหานคร,99.0,100.0,99.0,100.0,100.0,100.0,99.0,99.0,96.0,99.0,100.0,83.0,100.0,97.0,91.0,96.0,baania,2023-08-31
196,3802,CHOMPHON,จอมพล,3800,CHATUCHAK,จตุจักร,3781,Bangkok,กรุงเทพมหานคร,97.0,98.0,97.0,100.0,100.0,99.0,100.0,98.0,1.0,79.0,99.0,74.0,100.0,97.0,95.0,95.0,baania,2023-08-31
10,3893,KHLONG KUM,คลองกุ่ม,3892,BUENG KUM,บึงกุ่ม,3781,Bangkok,กรุงเทพมหานคร,91.0,94.0,91.0,97.0,99.0,95.0,1.0,93.0,52.0,48.0,98.0,62.0,100.0,90.0,93.0,90.0,baania,2023-08-31
186,3963,PHLAPPHLA,พลับพลา,3960,WANG THONGLANG,วังทองหลาง,3781,Bangkok,กรุงเทพมหานคร,97.0,100.0,97.0,100.0,100.0,99.0,59.0,98.0,99.0,83.0,100.0,78.0,100.0,95.0,92.0,94.0,baania,2023-08-31
209,3801,CHATUCHAK,จตุจักร,3800,CHATUCHAK,จตุจักร,3781,Bangkok,กรุงเทพมหานคร,86.0,85.0,86.0,96.0,100.0,92.0,98.0,96.0,16.0,81.0,98.0,80.0,100.0,95.0,92.0,94.0,baania,2023-08-31
77,3912,SAM SEN NAI,สามเสนใน,3911,PHAYA THAI,พญาไท,3781,Bangkok,กรุงเทพมหานคร,95.0,99.0,95.0,100.0,99.0,98.0,100.0,100.0,43.0,89.0,100.0,89.0,100.0,99.0,95.0,98.0,baania,2023-08-31
56,3835,SALA THAMMASOP,ศาลาธรรมสพน์,3833,THAWI WATTHANA,ทวีวัฒนา,3781,Bangkok,กรุงเทพมหานคร,58.0,87.0,58.0,99.0,99.0,85.0,1.0,74.0,1.0,30.0,88.0,41.0,94.0,64.0,23.0,66.0,baania,2023-08-31
329,3677,BANG KHAEM,บางแขม,3668,MUEANG NAKHON PATHOM,เมืองนครปฐม,3667,Nakhon Pathom,นครปฐม,100.0,1.0,100.0,100.0,100.0,90.0,0.0,1.0,0.0,0.0,100.0,91.0,100.0,100.0,100.0,99.0,baania,2023-08-31
270,3929,KHLONG KHWANG,คลองขวาง,3928,PHASI CHAROEN,ภาษีเจริญ,3781,Bangkok,กรุงเทพมหานคร,55.0,74.0,55.0,100.0,100.0,84.0,4.0,76.0,1.0,32.0,91.0,53.0,91.0,67.0,61.0,72.0,baania,2023-08-31
336,3553,PAK KHLONG BANG PLA KOT,ปากคลองบางปลากด,3549,PHRA SAMUT CHEDI,พระสมุทรเจดีย์,3498,Samut Prakan,สมุทรปราการ,100.0,97.0,100.0,100.0,100.0,100.0,1.0,100.0,0.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,baania,2023-08-31
181,3653,THAI KO,ท้ายเกาะ,3647,SAM KHOK,สามโคก,3599,Pathum Thani,ปทุมธานี,80.0,1.0,34.0,60.0,67.0,56.0,0.0,1.0,0.0,0.0,88.0,85.0,70.0,100.0,1.0,83.0,baania,2023-08-31
182,3975,CHAKKRAWAT,จักรวรรดิ,3973,SAMPHANTHAWONG,สัมพันธวงศ์,3781,Bangkok,กรุงเทพมหานคร,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,99.0,baania,2023-08-31
292,3641,BUENG KHO HAI,บึงคอไห,3638,LAM LUK KA,ลำลูกกา,3599,Pathum Thani,ปทุมธานี,1.0,1.0,60.0,100.0,100.0,66.0,0.0,1.0,0.0,0.0,100.0,100.0,100.0,91.0,1.0,86.0,baania,2023-08-31
194,3780,OM YAI,อ้อมใหญ่,3764,SAM PHRAN,สามพราน,3667,Nakhon Pathom,นครปฐม,67.0,14.0,47.0,93.0,100.0,76.0,0.0,97.0,0.0,39.0,94.0,97.0,100.0,100.0,100.0,99.0,baania,2023-08-31
195,3844,WAT KANLAYA,วัดกัลยาณ์,3839,THON BURI,ธนบุรี,3781,Bangkok,กรุงเทพมหานคร,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,98.0,baania,2023-08-31
328,3884,BANG YI KHAN,บางยี่ขัน,3881,BANG PHLAT,บางพลัด,3781,Bangkok,กรุงเทพมหานคร,94.0,100.0,94.0,100.0,100.0,98.0,1.0,100.0,100.0,60.0,100.0,76.0,100.0,99.0,100.0,97.0,baania,2023-08-31
258,3648,SAM KHOK,สามโคก,3647,SAM KHOK,สามโคก,3599,Pathum Thani,ปทุมธานี,65.0,80.0,78.0,100.0,100.0,89.0,0.0,56.0,0.0,23.0,100.0,100.0,94.0,95.0,96.0,96.0,baania,2023-08-31
67,3519,BANG PHRIANG,บางเพรียง,3513,BANG BO,บางบ่อ,3498,Samut Prakan,สมุทรปราการ,65.0,68.0,76.0,96.0,99.0,85.0,1.0,38.0,0.0,16.0,84.0,87.0,92.0,99.0,100.0,94.0,baania,2023-08-31
27,3621,KHLONG HOK,คลองหก,3615,KHLONG LUANG,คลองหลวง,3599,Pathum Thani,ปทุมธานี,39.0,19.0,83.0,89.0,100.0,72.0,0.0,51.0,0.0,20.0,100.0,100.0,99.0,85.0,46.0,87.0,baania,2023-08-31
153,3762,MAHASAWAT,มหาสวัสดิ์,3760,PHUTTHAMONTHON,พุทธมณฑล,3667,Nakhon Pathom,นครปฐม,47.0,11.0,67.0,97.0,98.0,75.0,0.0,33.0,0.0,13.0,82.0,70.0,87.0,100.0,100.0,92.0,baania,2023-08-31
183,20620,RAT PHATTHANA,ราษฎร์พัฒนา,3971,SAPHAN SUNG,สะพานสูง,3781,Bangkok,กรุงเทพมหานคร,93.0,100.0,93.0,100.0,100.0,98.0,1.0,87.0,1.0,36.0,100.0,40.0,100.0,73.0,53.0,76.0,baania,2023-08-31
37,3675,NAKHON PATHOM,นครปฐม,3668,MUEANG NAKHON PATHOM,เมืองนครปฐม,3667,Nakhon Pathom,นครปฐม,66.0,14.0,45.0,85.0,71.0,68.0,0.0,1.0,0.0,0.0,78.0,78.0,84.0,85.0,83.0,82.0,baania,2023-08-31
164,3891,SURIYAWONG,สุริยวงศ์,3886,BANG RAK,บางรัก,3781,Bangkok,กรุงเทพมหานคร,97.0,100.0,97.0,100.0,100.0,99.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,99.0,99.0,baania,2023-08-31
112,3935,PAK KHLONG PHASI CHAROEN,ปากคลองภาษีเจริญ,3928,PHASI CHAROEN,ภาษีเจริญ,3781,Bangkok,กรุงเทพมหานคร,93.0,98.0,93.0,98.0,100.0,96.0,100.0,92.0,4.0,77.0,99.0,69.0,100.0,81.0,98.0,87.0,baania,2023-08-31
143,3882,BANG PHLAT,บางพลัด,3881,BANG PHLAT,บางพลัด,3781,Bangkok,กรุงเทพมหานคร,90.0,100.0,90.0,100.0,100.0,97.0,7.0,100.0,100.0,63.0,98.0,76.0,100.0,99.0,99.0,96.0,baania,2023-08-31
179,3895,NUAN CHAN,นวลจันทร์,3892,BUENG KUM,บึงกุ่ม,3781,Bangkok,กรุงเทพมหานคร,93.0,97.0,93.0,100.0,100.0,98.0,1.0,97.0,1.0,39.0,99.0,66.0,100.0,93.0,98.0,93.0,baania,2023-08-31
45,3423,THA IT,ท่าอิฐ,3418,PAK KRET,ปากเกร็ด,3372,Nonthaburi,นนทบุรี,74.0,98.0,61.0,100.0,99.0,90.0,90.0,98.0,67.0,89.0,96.0,100.0,97.0,100.0,100.0,99.0,baania,2023-08-31
309,3718,HUAI PHRA,ห้วยพระ,3710,DON TUM,ดอนตูม,3667,Nakhon Pathom,นครปฐม,1.0,20.0,1.0,100.0,100.0,62.0,0.0,1.0,0.0,0.0,18.0,100.0,91.0,100.0,100.0,83.0,baania,2023-08-31
201,3795,SAM WA TAWAN TOK,สามวาตะวันตก,3791,KHLONG SAM WA,คลองสามวา,3781,Bangkok,กรุงเทพมหานคร,74.0,85.0,74.0,96.0,96.0,88.0,1.0,7.0,1.0,3.0,91.0,34.0,96.0,70.0,65.0,73.0,baania,2023-08-31
237,3723,NGIO RAI,งิ้วราย,3719,NAKHON CHAI SI,นครชัยศรี,3667,Nakhon Pathom,นครปฐม,1.0,1.0,1.0,20.0,100.0,20.0,0.0,1.0,0.0,0.0,82.0,91.0,91.0,100.0,100.0,95.0,baania,2023-08-31
240,3601,BANG KADI,บางกะดี,3600,MUEANG PATHUM THANI,เมืองปทุมธานี,3599,Pathum Thani,ปทุมธานี,87.0,89.0,89.0,100.0,100.0,95.0,0.0,99.0,0.0,40.0,100.0,100.0,98.0,99.0,99.0,99.0,baania,2023-08-31
246,3664,BUENG BA,บึงบา,3659,NONG SUEA,หนองเสือ,3599,Pathum Thani,ปทุมธานี,55.0,36.0,45.0,93.0,78.0,73.0,0.0,1.0,0.0,0.0,99.0,98.0,91.0,94.0,88.0,95.0,baania,2023-08-31
99,3852,ARUN AMMARIN,อรุณอมรินทร์,3847,BANGKOK NOI,บางกอกน้อย,3781,Bangkok,กรุงเทพมหานคร,100.0,99.0,100.0,100.0,100.0,100.0,1.0,100.0,88.0,58.0,100.0,70.0,100.0,100.0,91.0,96.0,baania,2023-08-31
168,3693,HUAI CHORAKHE,ห้วยจรเข้,3668,MUEANG NAKHON PATHOM,เมืองนครปฐม,3667,Nakhon Pathom,นครปฐม,56.0,9.0,60.0,100.0,84.0,76.0,0.0,1.0,0.0,0.0,96.0,87.0,91.0,100.0,100.0,97.0,baania,2023-08-31
108,3982,SAI MAI,สายไหม,3981,SAI MAI,สายไหม,3781,Bangkok,กรุงเทพมหานคร,70.0,97.0,70.0,100.0,99.0,90.0,1.0,84.0,1.0,34.0,97.0,50.0,97.0,84.0,80.0,84.0,baania,2023-08-31
234,3505,BANG PU MAI,บางปูใหม่,3499,MUEANG SAMUT PRAKAN,เมืองสมุทรปราการ,3498,Samut Prakan,สมุทรปราการ,95.0,96.0,82.0,98.0,99.0,96.0,1.0,6.0,0.0,3.0,100.0,100.0,97.0,100.0,100.0,100.0,baania,2023-08-31
221,3819,THANON NAKHON CHAISI,ถนนนครไชยศรี,3817,DUSIT,ดุสิต,3781,Bangkok,กรุงเทพมหานคร,96.0,100.0,96.0,100.0,100.0,99.0,84.0,98.0,99.0,93.0,100.0,88.0,100.0,98.0,96.0,97.0,baania,2023-08-31
21,3962,KHLONG CHAOKHUN SING,คลองเจ้าคุณสิงห์,3960,WANG THONGLANG,วังทองหลาง,3781,Bangkok,กรุงเทพมหานคร,92.0,95.0,92.0,100.0,100.0,97.0,1.0,98.0,64.0,52.0,98.0,65.0,100.0,94.0,93.0,92.0,baania,2023-08-31
85,3798,KHAN NA YAO,คันนายาว,3797,KHAN NA YAO,คันนายาว,3781,Bangkok,กรุงเทพมหานคร,92.0,96.0,92.0,96.0,100.0,95.0,1.0,93.0,1.0,38.0,96.0,65.0,99.0,87.0,92.0,88.0,baania,2023-08-31
3,4002,BANG KAPI,บางกะปิ,4000,HUAI KHWANG,ห้วยขวาง,3781,Bangkok,กรุงเทพมหานคร,99.0,100.0,99.0,99.0,100.0,99.0,100.0,97.0,100.0,99.0,100.0,75.0,100.0,94.0,93.0,94.0,baania,2023-08-31
278,3841,TALAT PHLU,ตลาดพลู,3839,THON BURI,ธนบุรี,3781,Bangkok,กรุงเทพมหานคร,95.0,100.0,95.0,100.0,100.0,99.0,100.0,99.0,89.0,97.0,100.0,78.0,100.0,99.0,98.0,97.0,baania,2023-08-31
176,3777,YAI CHA,ยายชา,3764,SAM PHRAN,สามพราน,3667,Nakhon Pathom,นครปฐม,62.0,20.0,68.0,100.0,100.0,81.0,0.0,100.0,0.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,baania,2023-08-31
250,3689,SAM KHWAI PHUEAK,สามควายเผือก,3668,MUEANG NAKHON PATHOM,เมืองนครปฐม,3667,Nakhon Pathom,นครปฐม,1.0,1.0,1.0,100.0,40.0,54.0,0.0,1.0,0.0,0.0,82.0,91.0,82.0,100.0,100.0,94.0,baania,2023-08-31
75,3639,LAM LUK KA,ลำลูกกา,3638,LAM LUK KA,ลำลูกกา,3599,Pathum Thani,ปทุมธานี,92.0,92.0,88.0,100.0,100.0,96.0,0.0,66.0,0.0,26.0,100.0,100.0,100.0,100.0,99.0,100.0,baania,2023-08-31
169,3848,BANG KHUN NON,บางขุนนนท์,3847,BANGKOK NOI,บางกอกน้อย,3781,Bangkok,กรุงเทพมหานคร,100.0,100.0,100.0,100.0,100.0,100.0,1.0,92.0,83.0,54.0,100.0,85.0,100.0,85.0,95.0,91.0,baania,2023-08-31
331,3398,PLAI BANG,ปลายบาง,3392,BANG KRUAI,บางกรวย,3372,Nonthaburi,นนทบุรี,72.0,89.0,71.0,99.0,99.0,90.0,1.0,97.0,1.0,40.0,94.0,99.0,99.0,100.0,100.0,99.0,baania,2023-08-31
90,3527,RACHA THEWA,ราชาเทวะ,3522,BANG PHLI,บางพลี,3498,Samut Prakan,สมุทรปราการ,79.0,66.0,55.0,83.0,94.0,79.0,35.0,89.0,0.0,49.0,92.0,90.0,80.0,95.0,99.0,93.0,baania,2023-08-31
342,3605,BANG PROK,บางปรอก,3600,MUEANG PATHUM THANI,เมืองปทุมธานี,3599,Pathum Thani,ปทุมธานี,96.0,80.0,87.0,100.0,100.0,96.0,0.0,99.0,0.0,40.0,100.0,100.0,99.0,100.0,98.0,100.0,baania,2023-08-31
338,3813,SANAM BIN,สนามบิน,3811,DON MUEANG,ดอนเมือง,3781,Bangkok,กรุงเทพมหานคร,99.0,100.0,99.0,100.0,100.0,100.0,1.0,92.0,1.0,37.0,100.0,76.0,100.0,81.0,94.0,87.0,baania,2023-08-31
155,3511,PHRAEKSA MAI,แพรกษาใหม่,3499,MUEANG SAMUT PRAKAN,เมืองสมุทรปราการ,3498,Samut Prakan,สมุทรปราการ,84.0,82.0,83.0,97.0,99.0,92.0,1.0,33.0,0.0,14.0,99.0,99.0,98.0,100.0,100.0,99.0,baania,2023-08-31
344,3807,CHOM THONG,จอมทอง,3806,CHOM THONG,จอมทอง,3781,Bangkok,กรุงเทพมหานคร,82.0,98.0,82.0,98.0,99.0,93.0,65.0,90.0,60.0,74.0,99.0,76.0,99.0,86.0,91.0,90.0,baania,2023-08-31
